Date,Time,GAlt(m),VFAS(V),Alt(m),Fuel(%),GPS,GPS,RxBt(V),RSSI(dB),VSpd(m/s),Hdg(@),0450,AccX(g),AccY(g),Tmp1(@C),GAlt(m),A4(V),GSpd(kts),Curr(A),GPS,Hdg(@),AccY(g),AccZ(g),Tmp1(@C),Tmp2(@C),0420,VFAS(V),GPS,Tmp1(@C),Curr(A),AccZ(g),0450,AccX(g),AccY(g),AccZ(g),Tmp1(@C),Rud,Ele,Thr,Ail,S1,S2,SA,SB,SC,SD,SF,SH,LSW,TxBat(V)
2022-05-14,12:09:12.910,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:12.920,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.020,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.230,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.330,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.430,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.530,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.630,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:13.830,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:14.030,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:14.430,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:14.630,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:18.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:20.160,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:21.510,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:22.510,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:09:23.410,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:23.710,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:24.370,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:27.910,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:28.620,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:28.710,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,6,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:28.810,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:28.910,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:29.110,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:30.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:31.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:32.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:33.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:34.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:35.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-16,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:36.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:37.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:38.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:39.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:40.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:41.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:42.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:43.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:44.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:45.120,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:48.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-16,-1024,6,-88,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:49.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:50.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:51.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:52.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:53.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:54.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,6,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:55.170,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:56.210,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:57.210,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:58.220,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:09:59.240,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,184,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:10:00.280,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:10:01.300,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:10:02.330,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.6
2022-05-14,12:10:03.360,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:04.390,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:05.420,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:06.460,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-14,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:07.460,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,183,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:08.460,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,5,-89,376,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:09.460,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-16,-1024,6,-89,376,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:10.490,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,376,1,0,1,0,-1,-1,0x0000000000000000,7.5
2022-05-14,12:10:11.490,208.8,4.06,0.3,862,50.022021 20.071960,50.022023 20.078771,4.8,100,0.1,89.30,2644,0.05,0.05,15,208.2,4.06,0.0,0.9,50.022025 20.071526,251.30,0.03,0.99,11,3821,19,4.05,50.022460 20.071960,11,0.9,1.02,2539,0.02,0.31,2.00,15,-12,-15,-1024,5,-89,376,1,0,1,0,-1,-1,0x0000000000000000,7.5
